 ime,la ,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV

2023-10-01 10:04:31.00,46.5781601,7.9959071,3406.834,-12.87,-36.97,16.61,1.602,1.787,0.46,250.80662,0.30433,3,15

2023-10-01 10:04:31.20,46.5781382,7.9958101,3403.426,-11.68,-37.38,16.89,1.602,1.783,0.38,252.65506,0.28439,3,17

2023-10-01 10:04:31.40,46.5781189,7.9957121,3399.966,-9.91,-37.70,17.36,1.606,1.782,0.48,255.27990,0.36725,3,16

2023-10-01 10:04:31.60,46.5781028,7.9956139,3396.400,-8.21,-37.70,17.74,1.611,1.780,0.44,257.71984,0.36193,3,16

2023-10-01 10:04:31.80,46.5780899,7.9955148,3392.766,-6.38,-37.96,18.31,1.615,1.778,0.47,260.46326,0.44455,3,17

2023-10-01 10:04:32.00,46.5780807,7.9954160,3389.014,-3.98,-37.80,18.69,1.619,1.776,0.43,263.98542,0.41174,3,17

2023-10-01 10:04:32.20,46.5780753,7.9953173,3385.197,-2.26,-37.80,19.11,1.624,1.774,0.47,266.58038,0.51778,3,16

2023-10-01 10:04:32.40,46.5780732,7.9952189,3381.336,-0.27,-37.68,19.21,1.633,1.774,0.52,269.58812,0.59209,3,15

2023-10-01 10:04:32.60,46.5780742,7.9951207,3377.406,1.15,-37.51,19.78,1.642,1.773,0.47,271.75730,0.58349,3,16

2023-10-01 10:04:32.80,46.5780787,7.9950236,3373.397,3.48,-36.95,20.05,1.652,1.773,0.46,275.38690,0.53011,3,15

2023-10-01 10:04:33.00,46.5780861,7.9949257,3369.333,4.44,-37.33,20.73,1.661,1.774,0.50,276.77538,0.68790,3,15

2023-10-01 10:04:33.20,46.5780965,7.9948278,3365.228,6.41,-36.84,20.83,1.671,1.774,0.44,279.86782,0.62259,3,18

2023-10-01 10:04:33.40,46.5781098,7.9947312,3361.061,7.95,-36.87,20.85,1.681,1.773,0.46,282.16760,0.68444,3,18

2023-10-01 10:04:33.60,46.5781253,7.9946361,3356.840,9.29,-36.48,20.84,1.693,1.773,0.46,284.28930,0.71538,3,19

2023-10-01 10:04:33.80,46.5781429,7.9945408,3352.691,10.02,-36.73,20.42,1.703,1.772,0.44,285.25780,0.67686,3,18

2023-10-01 10:04:34.00,46.5781625,7.9944451,3348.590,11.55,-36.55,20.39,1.708,1.770,0.40,287.53070,0.65800,3,20

2023-10-01 10:04:34.20,46.5781843,7.9943492,3344.482,12.32,-36.75,20.56,1.711,1.767,0.37,288.53646,0.57266,3,18

2023-10-01 10:04:34.40,46.5782069,7.9942534,3340.337,12.82,-37.01,20.47,1.713,1.767,0.45,289.10016,0.63973,3,19

2023-10-01 10:04:34.60,46.5782307,7.9941566,3336.307,13.42,-37.24,19.85,1.716,1.768,0.41,289.82088,0.62243,3,19

2023-10-01 10:04:34.80,46.5782558,7.9940586,3332.421,14.03,-37.41,19.34,1.707,1.757,0.22,290.55768,0.24032,3,17

2023-10-01 10:04:35.00,46.5782813,7.9939606,3328.512,14.15,-37.76,19.46,1.702,1.751,0.26,290.54642,0.28077,3,18

2023-10-01 10:04:35.20,46.5783071,7.9938618,3324.592,14.37,-38.10,19.46,1.695,1.743,0.24,290.65730,0.25233,3,17

2023-10-01 10:04:35.40,46.5783328,7.9937618,3320.667,14.22,-38.67,19.31,1.689,1.736,0.26,290.18270,0.25876,3,18

2023-10-01 10:04:35.60,46.5783577,7.9936604,3316.812,13.76,-39.33,18.54,1.681,1.726,0.24,289.28442,0.22464,3,18

2023-10-01 10:04:35.80,46.5783819,7.9935575,3313.023,13.43,-39.67,18.53,1.672,1.716,0.25,288.70432,0.22714,3,19

2023-10-01 10:04:36.00,46.5784052,7.9934534,3309.241,13.03,-40.03,18.23,1.663,1.705,0.24,288.03632,0.22411,3,21

2023-10-01 10:04:36.20,46.5784278,7.9933480,3305.502,12.49,-40.67,18.27,1.653,1.693,0.24,287.06774,0.18976,3,21

2023-10-01 10:04:36.40,46.5784491,7.9932412,3301.840,11.57,-41.16,17.75,1.644,1.683,0.24,285.69898,0.20334,3,21

2023-10-01 10:04:36.60,46.5784688,7.9931331,3298.242,10.61,-41.69,17.63,1.635,1.674,0.26,284.28348,0.21368,3,19

2023-10-01 10:04:36.80,46.5784864,7.9930239,3294.670,9.34,-42.25,17.37,1.626,1.665,0.25,282.46578,0.19531,3,22

2023-10-01 10:04:37.00,46.5785017,7.9929130,3291.147,8.12,-42.64,17.35,1.619,1.656,0.25,280.78520,0.20271,3,21

2023-10-01 10:04:37.20,46.5785152,7.9928009,3287.641,7.16,-43.24,17.30,1.611,1.648,0.24,279.40474,0.18180,3,21

2023-10-01 10:04:37.40,46.5785269,7.9926880,3284.138,6.25,-43.50,17.27,1.606,1.643,0.30,278.17378,0.29133,3,21

2023-10-01 10:04:37.60,46.5785367,7.9925743,3280.663,4.96,-43.76,16.99,1.599,1.636,0.28,276.46000,0.22461,3,21

2023-10-01 10:04:37.80,46.5785441,7.9924601,3277.268,3.67,-44.09,16.42,1.592,1.629,0.25,274.75532,0.21203,3,20

2023-10-01 10:04:38.00,46.5785493,7.9923449,3273.986,2.55,-44.29,15.91,1.585,1.621,0.25,273.29126,0.20423,3,20

2023-10-01 10:04:38.20,46.5785523,7.9922300,3270.741,1.28,-44.53,15.54,1.575,1.612,0.24,271.64854,0.20829,3,23

2023-10-01 10:04:38.40,46.5785533,7.9921141,3267.613,0.19,-44.59,15.23,1.566,1.604,0.24,270.24324,0.20847,3,22

2023-10-01 10:04:38.60,46.5785523,7.9919981,3264.598,-0.91,-44.65,14.49,1.559,1.597,0.24,268.82620,0.21257,3,22

2023-10-01 10:04:38.80,46.5785496,7.9918816,3261.707,-1.77,-44.91,14.03,1.551,1.591,0.24,267.73968,0.21141,3,22

2023-10-01 10:04:39.00,46.5785455,7.9917647,3258.916,-2.59,-44.82,13.62,1.545,1.586,0.27,266.69646,0.26193,3,22

2023-10-01 10:04:39.20,46.5785403,7.9916476,3256.255,-3.09,-44.98,12.81,1.539,1.580,0.22,266.07108,0.18472,3,21

2023-10-01 10:04:39.40,46.5785339,7.9915308,3253.666,-3.75,-44.95,12.37,1.531,1.574,0.24,265.23644,0.21397,3,21

2023-10-01 10:04:39.60,46.5785260,7.9914158,3251.075,-4.27,-44.80,11.97,1.520,1.565,0.22,264.56158,0.20657,3,22

2023-10-01 10:04:39.80,46.5785176,7.9913007,3248.531,-4.70,-44.87,12.17,1.509,1.557,0.21,264.01582,0.20394,3,23

2023-10-01 10:04:40.00,46.5785087,7.9911840,3246.023,-5.04,-44.79,12.46,1.503,1.552,0.23,263.57774,0.21572,3,22

2023-10-01 10:04:40.20,46.5784992,7.9910672,3243.457,-5.36,-44.86,12.82,1.497,1.547,0.23,263.18236,0.21005,3,21

2023-10-01 10:04:40.40,46.5784890,7.9909502,3240.862,-5.88,-44.93,12.94,1.492,1.543,0.25,262.53844,0.22662,3,22

2023-10-01 10:04:40.60,46.5784776,7.9908335,3238.220,-6.53,-44.84,12.98,1.486,1.538,0.24,261.71564,0.22232,3,22

2023-10-01 10:04:40.80,46.5784654,7.9907176,3235.533,-6.70,-44.97,12.98,1.476,1.531,0.23,261.52704,0.20681,3,22

2023-10-01 10:04:41.00,46.5784524,7.9906005,3232.933,-7.65,-44.86,12.94,1.472,1.529,0.25,260.32882,0.23785,3,23

2023-10-01 10:04:41.20,46.5784386,7.9904835,3230.377,-7.74,-44.94,12.53,1.468,1.527,0.24,260.23270,0.23170,3,23

2023-10-01 10:04:41.40,46.5784241,7.9903669,3227.850,-8.28,-44.88,12.22,1.462,1.522,0.23,259.54108,0.21636,3,23

2023-10-01 10:04:41.60,46.5784089,7.9902499,3225.407,-8.45,-44.91,11.99,1.456,1.518,0.22,259.33912,0.19860,3,22

2023-10-01 10:04:41.80,46.5783934,7.9901331,3222.989,-8.83,-44.89,11.95,1.452,1.516,0.25,258.87878,0.26225,3,23

2023-10-01 10:04:42.00,46.5783771,7.9900161,3220.604,-9.03,-44.87,11.69,1.447,1.512,0.22,258.62422,0.20793,3,22

2023-10-01 10:04:42.20,46.5783603,7.9898994,3218.226,-9.45,-44.74,11.74,1.442,1.509,0.23,258.07872,0.21769,3,22

2023-10-01 10:04:42.40,46.5783428,7.9897830,3215.871,-9.84,-44.70,11.46,1.438,1.506,0.24,257.58342,0.23105,3,23

2023-10-01 10:04:42.60,46.5783248,7.9896667,3213.491,-10.16,-44.45,12.16,1.434,1.503,0.24,257.13212,0.22866,3,23

2023-10-01 10:04:42.80,46.5783062,7.9895507,3211.009,-10.41,-44.52,12.62,1.430,1.500,0.23,256.84304,0.21556,3,21

2023-10-01 10:04:43.00,46.5782870,7.9894346,3208.401,-10.74,-44.47,13.16,1.425,1.497,0.24,256.42114,0.22339,3,22

2023-10-01 10:04:43.20,46.5782672,7.9893189,3205.728,-11.12,-44.42,13.22,1.421,1.494,0.23,255.94438,0.21803,3,22

2023-10-01 10:04:43.40,46.5782466,7.9892037,3203.010,-11.50,-44.51,13.38,1.414,1.488,0.22,255.51606,0.21390,3,23

2023-10-01 10:04:43.60,46.5782257,7.9890881,3200.301,-11.78,-44.42,13.24,1.410,1.484,0.24,255.14816,0.22582,3,23

2023-10-01 10:04:43.80,46.5782041,7.9889724,3197.576,-11.98,-44.48,13.53,1.405,1.480,0.20,254.92992,0.19011,3,22

2023-10-01 10:04:44.00,46.5781823,7.9888566,3194.790,-12.21,-44.55,13.91,1.399,1.475,0.21,254.67656,0.19991,3,22

2023-10-01 10:04:44.20,46.5781602,7.9887417,3191.918,-12.37,-44.42,14.12,1.392,1.471,0.21,254.43824,0.21536,3,22

2023-10-01 10:04:44.40,46.5781380,7.9886259,3189.062,-12.24,-44.44,14.12,1.389,1.467,0.23,254.59602,0.22676,3,22

2023-10-01 10:04:44.60,46.5781159,7.9885100,3186.238,-12.27,-44.50,13.91,1.386,1.464,0.24,254.58206,0.23045,3,22

2023-10-01 10:04:44.80,46.5780939,7.9883951,3183.355,-12.25,-44.55,14.03,1.379,1.458,0.20,254.62342,0.20990,3,22

2023-10-01 10:04:45.00,46.5780718,7.9882790,3180.514,-12.37,-44.57,14.12,1.376,1.456,0.27,254.48810,0.25616,3,22

2023-10-01 10:04:45.20,46.5780499,7.9881627,3177.672,-11.84,-44.64,14.03,1.373,1.452,0.22,255.14664,0.21673,3,22

2023-10-01 10:04:45.40,46.5780286,7.9880461,3174.851,-11.83,-44.79,14.05,1.371,1.450,0.25,255.20642,0.24667,3,23

2023-10-01 10:04:45.60,46.5780076,7.9879290,3172.028,-11.50,-45.03,14.02,1.368,1.447,0.23,255.67522,0.22265,3,23

2023-10-01 10:04:45.80,46.5779869,7.9878117,3169.216,-11.51,-44.99,13.90,1.365,1.443,0.20,255.65412,0.20764,3,21

2023-10-01 10:04:46.00,46.5779662,7.9876947,3166.383,-11.51,-45.17,13.88,1.359,1.438,0.19,255.70538,0.21527,3,21

2023-10-01 10:04:46.20,46.5779455,7.9875777,3163.488,-11.57,-45.21,14.23,1.352,1.431,0.18,255.64164,0.20745,3,21

2023-10-01 10:04:46.40,46.5779245,7.9874599,3160.603,-11.71,-45.19,14.50,1.352,1.431,0.36,255.47014,0.39365,3,21

2023-10-01 10:04:46.60,46.5779035,7.9873419,3157.675,-11.66,-45.28,14.64,1.352,1.429,0.22,255.55456,0.19076,3,18

2023-10-01 10:04:46.80,46.5778824,7.9872234,3154.760,-11.80,-45.42,14.73,1.348,1.425,0.19,255.43694,0.18439,3,18

2023-10-01 10:04:47.00,46.5778609,7.9871048,3151.820,-12.01,-45.53,14.47,1.344,1.421,0.21,255.22646,0.20369,3,20

2023-10-01 10:04:47.20,46.5778391,7.9869860,3148.942,-12.20,-45.64,14.06,1.341,1.418,0.20,255.03828,0.19918,3,19

2023-10-01 10:04:47.40,46.5778171,7.9868672,3146.142,-12.21,-45.60,13.73,1.338,1.415,0.23,255.00528,0.22151,3,20

2023-10-01 10:04:47.60,46.5777949,7.9867481,3143.393,-12.38,-45.75,13.58,1.335,1.412,0.21,254.85318,0.20042,3,21

2023-10-01 10:04:47.80,46.5777721,7.9866294,3140.632,-12.49,-45.72,13.24,1.329,1.406,0.17,254.71672,0.16939,3,21

2023-10-01 10:04:48.00,46.5777492,7.9865104,3137.947,-12.54,-45.85,12.85,1.325,1.401,0.17,254.69802,0.19580,3,21

2023-10-01 10:04:48.20,46.5777265,7.9863914,3135.357,-12.63,-45.71,12.51,1.321,1.397,0.20,254.55470,0.20554,3,20

2023-10-01 10:04:48.40,46.5777037,7.9862726,3132.798,-12.57,-45.92,12.25,1.317,1.393,0.20,254.69328,0.20296,3,21

2023-10-01 10:04:48.60,46.5776810,7.9861536,3130.305,-12.62,-45.81,12.08,1.314,1.391,0.24,254.60336,0.23910,3,21

2023-10-01 10:04:48.80,46.5776582,7.9860345,3127.886,-12.59,-45.77,11.66,1.308,1.384,0.15,254.62192,0.15557,3,21

2023-10-01 10:04:49.00,46.5776354,7.9859160,3125.515,-12.77,-45.70,11.44,1.305,1.382,0.24,254.39318,0.23185,3,21

2023-10-01 10:04:49.20,46.5776123,7.9857976,3123.160,-12.88,-45.55,11.50,1.303,1.379,0.21,254.21710,0.21326,3,21

2023-10-01 10:04:49.40,46.5775890,7.9856794,3120.752,-13.04,-45.56,11.93,1.300,1.376,0.20,254.03130,0.18759,3,21

2023-10-01 10:04:49.60,46.5775653,7.9855619,3118.286,-13.29,-45.13,12.04,1.297,1.373,0.22,253.58704,0.22775,3,21

2023-10-01 10:04:49.80,46.5775411,7.9854460,3115.812,-13.74,-44.77,11.99,1.289,1.368,0.15,252.94054,0.17619,3,19

2023-10-01 10:04:50.00,46.5775162,7.9853296,3113.289,-13.80,-45.29,12.45,1.283,1.364,0.19,253.05392,0.20523,3,20

2023-10-01 10:04:50.20,46.5774908,7.9852130,3110.771,-14.14,-44.94,11.76,1.278,1.359,0.18,252.53500,0.20391,3,20

2023-10-01 10:04:50.40,46.5774654,7.9850968,3108.379,-14.05,-44.77,11.48,1.273,1.355,0.18,252.57464,0.18926,3,21

2023-10-01 10:04:50.60,46.5774403,7.9849802,3106.054,-13.89,-44.85,11.49,1.271,1.353,0.24,252.79512,0.24149,3,21

2023-10-01 10:04:50.80,46.5774153,7.9848635,3103.691,-13.91,-44.81,11.74,1.270,1.351,0.19,252.75692,0.19932,3,19

2023-10-01 10:04:51.00,46.5773902,7.9847471,3101.315,-13.99,-44.78,11.66,1.268,1.349,0.22,252.64960,0.21447,3,21

2023-10-01 10:04:51.20,46.5773646,7.9846310,3098.943,-14.32,-44.64,11.53,1.262,1.343,0.16,252.21532,0.21366,3,21

2023-10-01 10:04:51.40,46.5773386,7.9845152,3096.558,-14.61,-44.56,11.97,1.260,1.341,0.24,251.84170,0.23914,3,21

2023-10-01 10:04:51.60,46.5773122,7.9843994,3094.116,-14.80,-44.52,12.05,1.258,1.339,0.22,251.61554,0.21996,3,19

2023-10-01 10:04:51.80,46.5772855,7.9842838,3091.653,-15.05,-44.45,12.17,1.255,1.336,0.20,251.29632,0.21093,3,20

2023-10-01 10:04:52.00,46.5772581,7.9841689,3089.116,-15.16,-44.43,12.35,1.249,1.330,0.16,251.16332,0.20046,3,21

2023-10-01 10:04:52.20,46.5772306,7.9840541,3086.568,-15.35,-44.50,12.28,1.243,1.324,0.13,250.96374,0.19227,3,21

2023-10-01 10:04:52.40,46.5772028,7.9839386,3084.080,-15.49,-44.52,12.20,1.240,1.322,0.21,250.81876,0.21871,3,20

2023-10-01 10:04:52.60,46.5771749,7.9838232,3081.641,-15.71,-44.31,11.92,1.239,1.320,0.22,250.48366,0.23633,3,21

2023-10-01 10:04:52.80,46.5771467,7.9837081,3079.252,-15.73,-44.31,11.66,1.237,1.318,0.22,250.45650,0.19218,3,20

2023-10-01 10:04:53.00,46.5771183,7.9835929,3076.942,-15.91,-44.23,11.23,1.237,1.318,0.25,250.21428,0.25876,3,20

2023-10-01 10:04:53.20,46.5770896,7.9834786,3074.673,-16.09,-44.10,10.90,1.234,1.316,0.22,249.95096,0.22637,3,21

2023-10-01 10:04:53.40,46.5770607,7.9833640,3072.455,-16.12,-44.04,11.08,1.234,1.315,0.23,249.89108,0.24142,3,21

2023-10-01 10:04:53.60,46.5770318,7.9832495,3070.216,-16.03,-44.02,11.08,1.233,1.314,0.21,249.99142,0.21031,3,21

2023-10-01 10:04:53.80,46.5770030,7.9831350,3067.977,-16.10,-43.93,11.17,1.231,1.312,0.20,249.87412,0.18865,3,20

2023-10-01 10:04:54.00,46.5769743,7.9830207,3065.721,-15.85,-43.97,11.17,1.230,1.311,0.21,250.17544,0.20940,3,20

2023-10-01 10:04:54.20,46.5769460,7.9829068,3063.420,-15.69,-43.95,11.33,1.226,1.308,0.19,250.35308,0.20771,3,21

2023-10-01 10:04:54.40,46.5769181,7.9827925,3061.158,-15.44,-44.01,11.04,1.224,1.307,0.22,250.66410,0.22875,3,21

2023-10-01 10:04:54.60,46.5768905,7.9826784,3058.913,-15.36,-43.89,11.09,1.222,1.306,0.22,250.71568,0.22598,3,21

2023-10-01 10:04:54.80,46.5768628,7.9825646,3056.747,-15.46,-43.72,10.28,1.220,1.303,0.19,250.52554,0.17306,3,20

2023-10-01 10:04:55.00,46.5768352,7.9824510,3054.627,-15.27,-43.74,10.61,1.218,1.302,0.23,250.75644,0.24195,3,22

2023-10-01 10:04:55.20,46.5768078,7.9823375,3052.497,-15.32,-43.62,10.43,1.217,1.301,0.22,250.64406,0.22134,3,22

2023-10-01 10:04:55.40,46.5767804,7.9822243,3050.356,-15.26,-43.54,10.59,1.215,1.299,0.23,250.68914,0.24278,3,21

2023-10-01 10:04:55.60,46.5767530,7.9821112,3048.212,-15.25,-43.49,10.60,1.215,1.300,0.25,250.67248,0.25415,3,21

2023-10-01 10:04:55.80,46.5767256,7.9819983,3046.082,-15.23,-43.50,10.17,1.213,1.297,0.19,250.69904,0.16898,3,20

2023-10-01 10:04:56.00,46.5766984,7.9818856,3044.032,-14.99,-43.32,9.97,1.211,1.295,0.21,250.91250,0.21559,3,21

2023-10-01 10:04:56.20,46.5766716,7.9817737,3042.019,-14.88,-43.30,9.41,1.205,1.291,0.17,251.03702,0.23114,3,21

2023-10-01 10:04:56.40,46.5766453,7.9816611,3040.130,-14.43,-43.31,9.18,1.203,1.290,0.21,251.57584,0.21568,3,21

2023-10-01 10:04:56.60,46.5766196,7.9815492,3038.294,-14.18,-43.18,8.76,1.197,1.284,0.13,251.82714,0.20215,3,22

2023-10-01 10:04:56.80,46.5765942,7.9814373,3036.496,-14.10,-43.11,8.66,1.194,1.282,0.21,251.88666,0.24041,3,22

2023-10-01 10:04:57.00,46.5765690,7.9813259,3034.704,-13.86,-42.96,8.77,1.189,1.277,0.13,252.11896,0.20764,3,22

2023-10-01 10:04:57.20,46.5765443,7.9812144,3032.929,-13.68,-42.83,8.65,1.189,1.276,0.37,252.28074,0.46181,3,22

2023-10-01 10:04:57.40,46.5765200,7.9811034,3031.208,-13.37,-42.71,8.24,1.191,1.276,0.28,252.61878,0.29210,3,22

2023-10-01 10:04:57.60,46.5764962,7.9809924,3029.577,-13.20,-42.71,7.92,1.193,1.278,0.38,252.82916,0.43820,3,22

2023-10-01 10:04:57.80,46.5764727,7.9808820,3028.024,-12.97,-42.23,7.62,1.195,1.278,0.21,252.92354,0.18921,3,22

2023-10-01 10:04:58.00,46.5764496,7.9807723,3026.575,-12.77,-41.92,6.80,1.195,1.277,0.20,253.05714,0.22760,3,18

2023-10-01 10:04:58.20,46.5764268,7.9806639,3025.208,-12.53,-41.70,6.42,1.191,1.273,0.18,253.27438,0.18185,3,20

2023-10-01 10:04:58.40,46.5764045,7.9805560,3023.920,-12.22,-41.49,6.16,1.188,1.270,0.19,253.58648,0.19863,3,21

2023-10-01 10:04:58.60,46.5763825,7.9804483,3022.661,-12.18,-41.36,6.31,1.185,1.266,0.19,253.59690,0.23348,3,21

2023-10-01 10:04:58.80,46.5763607,7.9803409,3021.356,-12.10,-41.29,6.51,1.183,1.264,0.20,253.66738,0.22132,3,21

2023-10-01 10:04:59.00,46.5763386,7.9802342,3020.021,-12.34,-40.98,6.48,1.178,1.259,0.16,253.24366,0.19358,3,21

2023-10-01 10:04:59.20,46.5763165,7.9801280,3018.650,-12.30,-40.92,6.87,1.174,1.255,0.17,253.26752,0.18699,3,22

2023-10-01 10:04:59.40,46.5762944,7.9800224,3017.222,-12.23,-40.69,6.90,1.169,1.250,0.14,253.27334,0.20089,3,22

2023-10-01 10:04:59.60,46.5762722,7.9799169,3015.693,-12.53,-40.60,7.96,1.166,1.247,0.19,252.85252,0.21148,3,22

2023-10-01 10:04:59.80,46.5762498,7.9798123,3013.969,-12.41,-40.35,8.63,1.161,1.242,0.13,252.90396,0.21633,3,22

2023-10-01 10:05:00.00,46.5762274,7.9797079,3012.100,-12.52,-40.36,9.44,1.156,1.238,0.15,252.77238,0.21505,3,21

2023-10-01 10:05:00.20,46.5762048,7.9796037,3010.123,-12.59,-40.28,9.80,1.151,1.234,0.16,252.63690,0.19896,3,20

2023-10-01 10:05:00.40,46.5761820,7.9794996,3008.060,-12.70,-40.31,10.15,1.147,1.230,0.15,252.50720,0.22756,3,21

2023-10-01 10:05:00.60,46.5761591,7.9793952,3006.026,-12.83,-40.05,9.91,1.145,1.228,0.22,252.23990,0.24144,3,21

2023-10-01 10:05:00.80,46.5761359,7.9792915,3003.971,-12.92,-39.95,10.13,1.142,1.226,0.20,252.08318,0.23587,3,21

2023-10-01 10:05:01.00,46.5761126,7.9791883,3001.919,-12.99,-39.87,9.78,1.138,1.222,0.15,251.95724,0.22725,3,20

2023-10-01 10:05:01.20,46.5760891,7.9790851,2999.868,-13.19,-39.69,10.37,1.137,1.221,0.21,251.61278,0.25019,3,22

2023-10-01 10:05:01.40,46.5760655,7.9789822,2997.794,-13.13,-39.62,10.07,1.135,1.219,0.20,251.65958,0.23687,3,22

2023-10-01 10:05:01.60,46.5760417,7.9788797,2995.719,-13.35,-39.35,10.32,1.134,1.218,0.22,251.25364,0.26296,3,22

2023-10-01 10:05:01.80,46.5760176,7.9787775,2993.627,-13.49,-39.38,10.24,1.134,1.217,0.19,251.09540,0.23445,3,21

2023-10-01 10:05:02.00,46.5759936,7.9786756,2991.603,-13.33,-39.06,9.94,1.132,1.215,0.17,251.15942,0.21456,3,22

2023-10-01 10:05:02.20,46.5759697,7.9785743,2989.597,-13.43,-39.01,10.11,1.131,1.215,0.21,250.99624,0.24459,3,21

2023-10-01 10:05:02.40,46.5759456,7.9784724,2987.578,-13.40,-39.00,10.36,1.130,1.214,0.19,251.04312,0.22801,3,23

2023-10-01 10:05:02.60,46.5759216,7.9783706,2985.534,-13.35,-38.97,10.32,1.128,1.212,0.19,251.08148,0.22823,3,23

2023-10-01 10:05:02.80,46.5758978,7.9782695,2983.377,-13.24,-38.87,10.82,1.127,1.211,0.23,251.18614,0.26023,3,23

2023-10-01 10:05:03.00,46.5758741,7.9781685,2981.167,-13.13,-38.78,10.99,1.127,1.211,0.21,251.29818,0.25629,3,23

2023-10-01 10:05:03.20,46.5758506,7.9780677,2978.864,-13.11,-38.72,11.78,1.127,1.210,0.24,251.29458,0.28822,3,23

2023-10-01 10:05:03.40,46.5758271,7.9779670,2976.452,-13.03,-38.76,12.04,1.127,1.211,0.25,251.41746,0.30997,3,23

2023-10-01 10:05:03.60,46.5758037,7.9778661,2973.949,-13.02,-38.89,12.56,1.127,1.209,0.19,251.48246,0.23297,3,21

2023-10-01 10:05:03.80,46.5757804,7.9777648,2971.343,-12.98,-38.92,13.27,1.127,1.208,0.22,251.55614,0.25677,3,21

2023-10-01 10:05:04.00,46.5757571,7.9776635,2968.626,-12.97,-38.91,13.79,1.126,1.208,0.24,251.56062,0.26478,3,21

2023-10-01 10:05:04.20,46.5757338,7.9775620,2965.783,-13.06,-38.95,14.53,1.126,1.208,0.23,251.46416,0.25269,3,21

2023-10-01 10:05:04.40,46.5757105,7.9774606,2962.843,-13.01,-39.00,14.70,1.124,1.206,0.20,251.55062,0.22721,3,19

2023-10-01 10:05:04.60,46.5756871,7.9773590,2959.862,-13.07,-39.26,14.83,1.122,1.204,0.20,251.58620,0.22685,3,19

2023-10-01 10:05:04.80,46.5756636,7.9772569,2956.838,-13.21,-39.32,15.08,1.121,1.204,0.24,251.42700,0.27047,3,20

2023-10-01 10:05:05.00,46.5756400,7.9771545,2953.773,-13.11,-39.35,15.43,1.121,1.203,0.24,251.57210,0.26950,3,20

2023-10-01 10:05:05.20,46.5756164,7.9770519,2950.677,-13.15,-39.54,15.35,1.121,1.204,0.24,251.59710,0.25760,3,21

2023-10-01 10:05:05.40,46.5755926,7.9769488,2947.595,-13.32,-39.63,15.34,1.120,1.203,0.20,251.42550,0.21853,3,20

2023-10-01 10:05:05.60,46.5755688,7.9768457,2944.525,-13.35,-39.59,15.22,1.120,1.202,0.20,251.37318,0.24400,3,20

2023-10-01 10:05:05.80,46.5755448,7.9767423,2941.463,-13.33,-39.82,15.30,1.119,1.202,0.23,251.49326,0.26217,3,19

2023-10-01 10:05:06.00,46.5755208,7.9766383,2938.366,-13.39,-40.04,15.50,1.119,1.202,0.22,251.50992,0.23061,3,18

2023-10-01 10:05:06.20,46.5754970,7.9765339,2935.339,-13.19,-40.09,14.72,1.119,1.201,0.20,251.79034,0.21834,3,19

2023-10-01 10:05:06.40,46.5754732,7.9764295,2932.364,-13.30,-40.29,14.77,1.115,1.198,0.19,251.72782,0.23320,3,22

2023-10-01 10:05:06.60,46.5754495,7.9763246,2929.474,-13.20,-40.34,14.02,1.114,1.198,0.21,251.88492,0.24705,3,22

2023-10-01 10:05:06.80,46.5754259,7.9762195,2926.660,-13.04,-40.46,13.98,1.113,1.197,0.23,252.13654,0.24513,3,21

2023-10-01 10:05:07.00,46.5754027,7.9761142,2923.929,-12.97,-40.51,13.17,1.112,1.196,0.23,252.24168,0.26146,3,22

2023-10-01 10:05:07.20,46.5753796,7.9760089,2921.302,-12.83,-40.50,12.90,1.110,1.194,0.23,252.42270,0.28160,3,22

2023-10-01 10:05:07.40,46.5753567,7.9759035,2918.713,-12.73,-40.63,12.69,1.107,1.191,0.18,252.60826,0.24121,3,22

2023-10-01 10:05:07.60,46.5753340,7.9757981,2916.169,-12.58,-40.46,12.55,1.106,1.191,0.24,252.72730,0.27174,3,23

2023-10-01 10:05:07.80,46.5753116,7.9756926,2913.605,-12.39,-40.67,12.69,1.105,1.189,0.19,253.05556,0.22395,3,22

2023-10-01 10:05:08.00,46.5752894,7.9755870,2911.008,-12.20,-40.61,12.94,1.105,1.190,0.32,253.27334,0.40578,3,23

2023-10-01 10:05:08.20,46.5752677,7.9754810,2908.381,-12.00,-40.70,13.09,1.109,1.192,0.30,253.56966,0.39118,3,22

2023-10-01 10:05:08.40,46.5752463,7.9753753,2905.755,-11.78,-40.64,12.93,1.111,1.194,0.30,253.83246,0.39141,3,23

2023-10-01 10:05:08.60,46.5752250,7.9752697,2903.134,-11.91,-40.62,12.92,1.114,1.197,0.35,253.66262,0.44562,3,23

2023-10-01 10:05:08.80,46.5752035,7.9751639,2900.575,-12.11,-40.58,12.75,1.118,1.201,0.37,253.37806,0.44380,3,23

2023-10-01 10:05:09.00,46.5751815,7.9750584,2898.095,-12.38,-40.57,12.13,1.120,1.201,0.25,253.03534,0.30952,3,23

