 ime,la ,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
2023-10-01 10:03:02.00,46.5776751,8.0012131,3709.103,-0.07,0.01,-0.09,38.644,59.435,0.59,0.00000,45.78502,3,8

2023-10-01 10:03:02.20,46.5776779,8.0012009,3709.161,-0.01,-0.17,-0.11,28.777,44.029,0.67,0.00000,45.78635,3,6

2023-10-01 10:03:02.40,46.5776777,8.0011784,3711.576,0.04,-0.18,-0.06,23.511,35.917,0.55,0.00000,45.78743,3,7

2023-10-01 10:03:02.60,46.5776792,8.0011695,3711.859,-0.04,-0.01,-0.13,20.144,30.768,0.54,0.00000,45.78848,3,8

2023-10-01 10:03:02.80,46.5776765,8.0011620,3712.275,-0.03,-0.05,-0.06,16.945,26.369,0.53,0.00000,45.78953,3,10

2023-10-01 10:03:03.00,46.5776758,8.0011615,3712.309,-0.04,-0.12,-0.09,15.061,23.389,0.51,0.00000,45.79052,3,11

2023-10-01 10:03:03.20,46.5776737,8.0011677,3711.725,0.03,0.06,-0.19,13.255,20.571,0.37,0.00000,45.79125,3,11

2023-10-01 10:03:03.40,46.5776711,8.0011671,3711.769,0.09,-0.04,-0.14,11.724,18.370,0.34,0.00000,45.79193,3,11

2023-10-01 10:03:03.60,46.5776702,8.0011712,3711.347,0.08,0.06,-0.12,10.526,16.452,0.26,0.00000,45.79245,3,16

2023-10-01 10:03:03.80,46.5776685,8.0011702,3711.533,-0.01,0.03,-0.04,9.502,14.864,0.26,0.00000,45.79295,3,16

2023-10-01 10:03:04.00,46.5776680,8.0011682,3711.889,0.07,0.09,-0.06,8.826,13.722,0.26,0.00000,45.79346,3,16

2023-10-01 10:03:04.20,46.5776668,8.0011654,3712.450,0.04,-0.03,-0.01,8.132,12.613,0.17,0.00000,45.79381,3,15

2023-10-01 10:03:04.40,46.5776662,8.0011597,3713.246,0.01,-0.02,-0.05,7.494,11.644,0.33,0.00000,45.79445,3,16

2023-10-01 10:03:04.60,46.5776657,8.0011559,3713.780,-0.03,0.04,-0.01,6.870,10.722,0.16,0.00000,45.79478,3,16

2023-10-01 10:03:04.80,46.5776651,8.0011528,3714.209,-0.04,-0.11,0.01,6.354,9.920,0.23,0.00000,45.79523,3,16

2023-10-01 10:03:05.00,46.5776646,8.0011511,3714.418,-0.01,-0.06,0.00,5.921,9.248,0.22,0.00000,45.79567,3,16

2023-10-01 10:03:05.20,46.5776640,8.0011497,3714.600,-0.08,-0.04,-0.05,5.590,8.726,0.26,0.00000,45.79617,3,16

2023-10-01 10:03:05.40,46.5776646,8.0011489,3714.638,-0.13,-0.08,-0.09,5.323,8.288,0.26,0.00000,45.79669,3,15

2023-10-01 10:03:05.60,46.5776638,8.0011497,3714.591,-0.02,-0.07,-0.11,5.064,7.876,0.30,0.00000,45.79728,3,16

2023-10-01 10:03:05.80,46.5776645,8.0011486,3714.740,-0.07,-0.05,-0.09,4.828,7.495,0.28,0.00000,45.79783,3,16

2023-10-01 10:03:06.00,46.5776643,8.0011490,3714.720,-0.09,-0.10,-0.06,4.634,7.183,0.26,0.00000,45.79835,3,16

2023-10-01 10:03:06.20,46.5776642,8.0011486,3714.703,-0.03,-0.05,-0.13,4.439,6.858,0.28,0.00000,45.79890,3,16

2023-10-01 10:03:06.40,46.5776645,8.0011487,3714.674,0.00,0.00,-0.15,4.262,6.568,0.27,0.00000,45.79944,3,16

2023-10-01 10:03:06.60,46.5776647,8.0011482,3714.746,-0.01,0.02,-0.07,4.099,6.305,0.25,0.00000,45.79993,3,16

2023-10-01 10:03:06.80,46.5776645,8.0011475,3714.893,0.00,-0.05,-0.13,3.952,6.072,0.27,0.00000,45.80045,3,16

2023-10-01 10:03:07.00,46.5776648,8.0011476,3714.891,0.09,0.05,-0.15,3.816,5.867,0.21,0.00000,45.80087,3,16

2023-10-01 10:03:07.20,46.5776653,8.0011477,3714.914,0.05,0.00,-0.17,3.699,5.688,0.24,0.00000,45.80135,3,16

2023-10-01 10:03:07.40,46.5776651,8.0011470,3715.005,0.03,-0.07,-0.06,3.589,5.523,0.24,0.00000,45.80182,3,16

2023-10-01 10:03:07.60,46.5776656,8.0011469,3715.050,0.01,-0.04,-0.11,3.499,5.383,0.26,0.00000,45.80234,3,16

2023-10-01 10:03:07.80,46.5776652,8.0011472,3715.070,0.05,-0.05,-0.08,3.434,5.286,0.27,0.00000,45.80288,3,16

2023-10-01 10:03:08.00,46.5776650,8.0011470,3715.113,-0.08,-0.08,-0.04,3.371,5.190,0.24,0.00000,45.80334,3,16

2023-10-01 10:03:08.20,46.5776652,8.0011463,3715.140,-0.13,-0.25,0.06,3.313,5.098,0.23,0.00000,45.80392,3,16

2023-10-01 10:03:08.40,46.5776653,8.0011456,3715.165,-0.05,-0.14,-0.06,3.270,5.016,0.28,0.00000,45.80446,3,16

2023-10-01 10:03:08.60,46.5776655,8.0011451,3715.198,-0.08,-0.21,-0.05,3.228,4.938,0.27,0.00000,45.80498,3,16

2023-10-01 10:03:08.80,46.5776657,8.0011446,3715.241,0.01,-0.16,-0.18,3.191,4.868,0.29,0.00000,45.80556,3,16

2023-10-01 10:03:09.00,46.5776660,8.0011445,3715.224,0.04,-0.11,-0.13,3.158,4.807,0.31,0.00000,45.80616,3,16

2023-10-01 10:03:09.20,46.5776664,8.0011444,3715.224,0.01,-0.16,-0.11,3.128,4.748,0.30,0.00000,45.80675,3,16

2023-10-01 10:03:09.40,46.5776666,8.0011439,3715.245,-0.02,-0.17,-0.04,3.099,4.691,0.30,0.00000,45.80734,3,16

2023-10-01 10:03:09.60,46.5776667,8.0011434,3715.288,-0.05,-0.08,-0.12,3.071,4.633,0.31,0.00000,45.80794,3,16

2023-10-01 10:03:09.80,46.5776668,8.0011434,3715.305,-0.19,-0.07,-0.18,3.042,4.578,0.26,0.00000,45.80848,3,16

2023-10-01 10:03:10.00,46.5776666,8.0011430,3715.397,-0.16,0.03,-0.15,3.016,4.526,0.24,0.00000,45.80895,3,16

2023-10-01 10:03:10.20,46.5776665,8.0011431,3715.415,-0.15,-0.07,-0.06,2.991,4.479,0.27,0.00000,45.80948,3,16

2023-10-01 10:03:10.40,46.5776664,8.0011429,3715.454,-0.09,-0.07,-0.11,2.968,4.432,0.31,0.00000,45.81009,3,16

2023-10-01 10:03:10.60,46.5776664,8.0011429,3715.480,-0.05,0.01,-0.13,2.946,4.388,0.29,0.00000,45.81066,3,16

2023-10-01 10:03:10.80,46.5776667,8.0011429,3715.494,0.13,-0.16,-0.20,2.931,4.354,0.32,0.00000,45.81128,3,16

2023-10-01 10:03:11.00,46.5776672,8.0011430,3715.535,0.31,0.15,-0.23,2.899,4.307,0.17,16.30338,36.65582,3,16

2023-10-01 10:03:11.20,46.5776676,8.0011437,3715.559,0.10,0.25,-0.16,2.865,4.262,0.20,16.30338,36.65659,3,16

2023-10-01 10:03:11.40,46.5776676,8.0011439,3715.636,0.01,0.15,-0.19,2.822,4.209,0.23,16.30338,36.65719,3,16

2023-10-01 10:03:11.60,46.5776674,8.0011440,3715.653,-0.11,0.04,-0.04,2.776,4.150,0.22,16.30338,36.65773,3,16

2023-10-01 10:03:11.80,46.5776672,8.0011434,3715.675,0.05,-0.23,-0.01,2.722,4.080,0.21,16.30338,36.65831,3,16

2023-10-01 10:03:12.00,46.5776671,8.0011434,3715.624,0.01,-0.16,0.02,2.690,4.035,0.27,16.30338,36.65898,3,16

2023-10-01 10:03:12.20,46.5776669,8.0011436,3715.601,-0.21,0.19,-0.05,2.656,3.991,0.21,72.61724,39.52323,3,16

2023-10-01 10:03:12.40,46.5776662,8.0011443,3715.570,-0.50,0.08,-0.02,2.622,3.945,0.18,147.91500,21.81317,3,16

2023-10-01 10:03:12.60,46.5776653,8.0011445,3715.562,-0.50,0.09,0.11,2.596,3.908,0.32,156.81858,26.17106,3,15

2023-10-01 10:03:12.80,46.5776647,8.0011458,3715.409,-0.25,0.37,0.42,2.567,3.867,0.25,141.86904,27.95282,3,15

2023-10-01 10:03:13.00,46.5776642,8.0011473,3715.254,-0.27,0.22,0.13,2.514,3.795,0.30,141.54090,36.80456,3,16

2023-10-01 10:03:13.20,46.5776638,8.0011472,3715.332,0.01,-0.09,-0.31,2.456,3.716,0.30,141.54090,36.80536,3,15

2023-10-01 10:03:13.40,46.5776638,8.0011473,3715.312,0.04,0.02,0.04,2.397,3.641,0.27,141.54090,36.80603,3,15

2023-10-01 10:03:13.60,46.5776637,8.0011472,3715.286,-0.04,-0.13,-0.07,2.346,3.573,0.19,141.54090,36.80650,3,15

2023-10-01 10:03:13.80,46.5776638,8.0011468,3715.297,-0.03,-0.04,-0.11,2.313,3.526,0.30,141.54090,36.80723,3,14

2023-10-01 10:03:14.00,46.5776637,8.0011465,3715.260,-0.18,-0.11,0.09,2.274,3.471,0.21,141.54090,36.80779,3,15

2023-10-01 10:03:14.20,46.5776635,8.0011461,3715.260,0.07,-0.10,-0.14,2.241,3.420,0.25,141.54090,36.80839,3,15

2023-10-01 10:03:14.40,46.5776637,8.0011458,3715.252,0.06,-0.16,-0.13,2.209,3.373,0.25,141.54090,36.80899,3,16

2023-10-01 10:03:14.60,46.5776638,8.0011450,3715.267,0.15,-0.27,-0.39,2.182,3.330,0.24,212.39568,40.78269,3,16

2023-10-01 10:03:14.80,46.5776643,8.0011448,3715.246,0.26,-0.10,-0.39,2.165,3.302,0.23,275.72094,40.83138,3,16

2023-10-01 10:03:15.00,46.5776648,8.0011445,3715.263,0.17,-0.16,-0.20,2.149,3.276,0.24,275.72094,40.83207,3,17

2023-10-01 10:03:15.20,46.5776651,8.0011442,3715.232,0.27,-0.17,-0.18,2.132,3.244,0.21,303.72360,37.43983,3,17

2023-10-01 10:03:15.40,46.5776654,8.0011441,3715.220,-0.01,0.01,-0.09,2.113,3.214,0.26,303.72360,37.44045,3,17

2023-10-01 10:03:15.60,46.5776648,8.0011441,3715.117,-0.46,-0.24,0.44,2.100,3.192,0.24,236.94760,24.92944,3,17

2023-10-01 10:03:15.80,46.5776644,8.0011436,3715.062,0.01,-0.15,-0.17,2.089,3.169,0.28,236.94760,24.93047,3,16

2023-10-01 10:03:16.00,46.5776641,8.0011435,3715.010,-0.23,-0.21,-0.06,2.076,3.143,0.23,231.66174,32.09050,3,17

2023-10-01 10:03:16.20,46.5776639,8.0011432,3714.998,-0.07,0.02,-0.16,2.064,3.117,0.28,231.66174,32.09127,3,16

2023-10-01 10:03:16.40,46.5776638,8.0011437,3714.948,0.06,-0.01,-0.13,2.051,3.092,0.24,231.66174,32.09195,3,17

2023-10-01 10:03:16.60,46.5776638,8.0011437,3714.954,0.10,-0.05,-0.19,2.035,3.063,0.21,231.66174,32.09255,3,17

2023-10-01 10:03:16.80,46.5776639,8.0011430,3714.948,-0.05,-0.46,0.00,2.026,3.043,0.26,253.05658,22.53694,3,17

2023-10-01 10:03:17.00,46.5776640,8.0011420,3714.940,0.24,-0.45,-0.38,2.014,3.018,0.22,278.03480,20.03592,3,17

2023-10-01 10:03:17.20,46.5776643,8.0011411,3714.994,0.02,-0.09,-0.14,2.005,3.000,0.27,278.03480,20.03714,3,17

2023-10-01 10:03:17.40,46.5776638,8.0011413,3714.936,-0.67,-0.07,0.14,1.992,2.977,0.18,223.98524,16.89381,3,17

2023-10-01 10:03:17.60,46.5776630,8.0011410,3714.897,-0.14,-0.14,0.10,1.986,2.960,0.18,223.98524,16.89497,3,17

2023-10-01 10:03:17.80,46.5776627,8.0011407,3714.855,-0.17,-0.18,0.06,1.982,2.945,0.22,223.98524,16.89633,3,17

2023-10-01 10:03:18.00,46.5776621,8.0011405,3714.769,-0.34,-0.26,0.25,1.979,2.931,0.23,222.49782,29.72745,3,17

2023-10-01 10:03:18.20,46.5776618,8.0011402,3714.685,-0.12,-0.14,0.18,1.979,2.918,0.23,222.49782,29.72825,3,17

2023-10-01 10:03:18.40,46.5776617,8.0011404,3714.601,-0.02,-0.19,0.01,1.977,2.903,0.22,222.49782,29.72892,3,17

2023-10-01 10:03:18.60,46.5776616,8.0011400,3714.591,-0.10,-0.12,-0.09,1.977,2.890,0.31,222.49782,29.72985,3,16

2023-10-01 10:03:18.80,46.5776614,8.0011401,3714.575,-0.10,-0.10,-0.12,1.974,2.875,0.30,222.49782,29.73076,3,17

2023-10-01 10:03:19.00,46.5776615,8.0011401,3714.556,0.05,-0.07,-0.08,1.973,2.862,0.30,222.49782,29.73167,3,17

2023-10-01 10:03:19.20,46.5776615,8.0011394,3714.616,0.07,-0.01,-0.21,1.970,2.846,0.24,222.49782,29.73239,3,16

2023-10-01 10:03:19.40,46.5776611,8.0011389,3714.668,-0.04,-0.16,-0.10,1.965,2.830,0.28,222.49782,29.73323,3,18

2023-10-01 10:03:19.60,46.5776607,8.0011382,3714.713,-0.02,-0.16,-0.08,1.960,2.816,0.27,222.49782,29.73405,3,18

2023-10-01 10:03:19.80,46.5776603,8.0011378,3714.744,0.01,-0.06,-0.14,1.956,2.802,0.27,222.49782,29.73486,3,18

2023-10-01 10:03:20.00,46.5776602,8.0011374,3714.778,-0.02,-0.15,-0.06,1.954,2.794,0.28,222.49782,29.73570,3,17

2023-10-01 10:03:20.20,46.5776600,8.0011369,3714.816,0.04,-0.19,-0.11,1.951,2.786,0.26,222.49782,29.73650,3,18

2023-10-01 10:03:20.40,46.5776601,8.0011364,3714.859,-0.05,-0.20,-0.21,1.950,2.780,0.31,222.49782,29.73744,3,18

2023-10-01 10:03:20.60,46.5776597,8.0011362,3714.888,-0.12,-0.09,-0.17,1.948,2.773,0.32,222.49782,29.73842,3,19

2023-10-01 10:03:20.80,46.5776592,8.0011364,3714.936,-0.11,0.03,-0.27,1.944,2.765,0.30,222.49782,29.73933,3,19

2023-10-01 10:03:21.00,46.5776590,8.0011364,3714.978,0.03,-0.11,-0.18,1.943,2.761,0.31,222.49782,29.74028,3,18

2023-10-01 10:03:21.20,46.5776589,8.0011362,3715.072,0.20,0.14,-0.49,1.937,2.753,0.24,222.49782,29.74192,3,18

2023-10-01 10:03:21.40,46.5776588,8.0011359,3715.172,0.08,0.05,-0.23,1.926,2.741,0.23,222.49782,29.74269,3,19

2023-10-01 10:03:21.60,46.5776585,8.0011353,3715.273,0.01,-0.01,-0.13,1.914,2.731,0.30,222.49782,29.74360,3,19

2023-10-01 10:03:21.80,46.5776586,8.0011352,3715.330,0.10,-0.09,-0.25,1.905,2.723,0.30,222.49782,29.74449,3,18

2023-10-01 10:03:22.00,46.5776584,8.0011346,3715.438,-0.04,-0.01,-0.15,1.887,2.709,0.30,222.49782,29.74541,3,18

2023-10-01 10:03:22.20,46.5776583,8.0011342,3715.547,0.11,-0.01,-0.24,1.869,2.695,0.29,222.49782,29.74627,3,18

2023-10-01 10:03:22.40,46.5776582,8.0011334,3715.674,0.08,-0.08,-0.15,1.847,2.674,0.27,222.49782,29.74709,3,18

2023-10-01 10:03:22.60,46.5776583,8.0011327,3715.760,0.11,-0.03,-0.22,1.826,2.657,0.28,222.49782,29.74794,3,19

2023-10-01 10:03:22.80,46.5776583,8.0011326,3715.783,-0.01,-0.02,-0.11,1.807,2.640,0.29,222.49782,29.74883,3,18

2023-10-01 10:03:23.00,46.5776584,8.0011326,3715.788,0.07,-0.07,-0.10,1.789,2.623,0.26,222.49782,29.74962,3,18

2023-10-01 10:03:23.20,46.5776587,8.0011326,3715.780,0.02,0.03,-0.16,1.776,2.611,0.28,222.49782,29.75045,3,18

2023-10-01 10:03:23.40,46.5776588,8.0011321,3715.745,-0.19,-0.63,0.07,1.761,2.596,0.17,245.91134,17.02514,3,18

2023-10-01 10:03:23.60,46.5776589,8.0011310,3715.718,0.02,-0.20,0.22,1.755,2.587,0.27,245.91134,17.02674,3,18

2023-10-01 10:03:23.80,46.5776590,8.0011303,3715.741,0.00,-0.24,0.06,1.752,2.581,0.32,245.91134,17.02842,3,18

2023-10-01 10:03:24.00,46.5776592,8.0011297,3715.666,-0.06,-0.25,0.69,1.749,2.573,0.29,247.30074,43.56835,3,17

2023-10-01 10:03:24.20,46.5776595,8.0011292,3715.478,0.10,-0.35,0.95,1.747,2.565,0.28,274.05832,29.02101,3,17

2023-10-01 10:03:24.40,46.5776599,8.0011288,3715.410,0.14,-0.04,-0.10,1.744,2.554,0.20,274.05832,29.02163,3,18

2023-10-01 10:03:24.60,46.5776604,8.0011289,3715.430,0.17,-0.01,-0.31,1.740,2.544,0.26,274.05832,29.02273,3,18

2023-10-01 10:03:24.80,46.5776613,8.0011297,3715.447,0.49,0.01,-0.72,1.731,2.528,0.21,316.39052,29.86341,3,18

2023-10-01 10:03:25.00,46.5776623,8.0011303,3715.524,0.48,0.23,-0.39,1.729,2.522,0.24,348.06764,32.26042,3,18

2023-10-01 10:03:25.20,46.5776634,8.0011312,3715.500,0.53,0.03,-0.24,1.723,2.513,0.36,355.31304,33.30523,3,17

2023-10-01 10:03:25.40,46.5776646,8.0011309,3715.344,0.47,-0.61,0.91,1.723,2.511,0.41,323.56308,23.53262,3,17

2023-10-01 10:03:25.60,46.5776658,8.0011303,3715.109,0.79,-0.22,0.78,1.720,2.503,0.49,336.12212,19.06346,3,17

2023-10-01 10:03:25.80,46.5776674,8.0011302,3715.036,0.95,0.06,0.06,1.718,2.500,0.31,350.21348,18.49937,3,18

2023-10-01 10:03:26.00,46.5776686,8.0011311,3715.029,0.34,0.14,-0.61,1.714,2.497,0.33,350.21348,18.50286,3,18

2023-10-01 10:03:26.20,46.5776696,8.0011324,3715.083,0.56,0.52,-0.57,1.711,2.495,0.33,4.18492,30.75111,3,18

2023-10-01 10:03:26.40,46.5776705,8.0011333,3715.123,0.39,0.09,-0.10,1.708,2.494,0.40,4.18492,30.75232,3,18

2023-10-01 10:03:26.60,46.5776714,8.0011328,3715.143,0.48,-0.26,0.17,1.701,2.490,0.41,344.06420,23.85770,3,19

2023-10-01 10:03:26.80,46.5776721,8.0011322,3715.104,0.26,-0.43,-0.09,1.699,2.491,0.39,344.06420,23.85961,3,19

2023-10-01 10:03:27.00,46.5776726,8.0011311,3715.111,0.21,-0.48,-0.16,1.705,2.497,0.41,344.06420,23.86167,3,19

2023-10-01 10:03:27.20,46.5776731,8.0011302,3715.115,0.29,-0.32,-0.08,1.710,2.501,0.40,344.06420,23.86334,3,19

2023-10-01 10:03:27.40,46.5776736,8.0011294,3715.072,0.23,-0.40,0.07,1.716,2.507,0.48,344.06420,23.86515,3,19

2023-10-01 10:03:27.60,46.5776742,8.0011284,3715.066,0.47,-0.46,0.01,1.724,2.515,0.48,344.06420,23.86762,3,19

2023-10-01 10:03:27.80,46.5776748,8.0011278,3715.076,0.14,-0.09,-0.15,1.734,2.519,0.37,344.06420,23.86902,3,19

2023-10-01 10:03:28.00,46.5776750,8.0011277,3715.077,0.13,-0.11,-0.14,1.745,2.522,0.36,344.06420,23.87037,3,19

2023-10-01 10:03:28.20,46.5776756,8.0011278,3715.280,0.41,0.12,-1.28,1.757,2.530,0.52,344.06420,23.87546,3,19

2023-10-01 10:03:28.40,46.5776757,8.0011287,3715.454,-0.17,0.39,-0.96,1.770,2.535,0.50,344.06420,23.87942,3,19

2023-10-01 10:03:28.60,46.5776753,8.0011289,3715.420,-0.39,-0.09,0.42,1.782,2.542,0.49,344.06420,23.88161,3,19

2023-10-01 10:03:28.80,46.5776748,8.0011279,3715.234,-0.25,-0.34,1.33,1.795,2.551,0.55,344.06420,23.88688,3,19

2023-10-01 10:03:29.00,46.5776748,8.0011274,3715.105,0.27,-0.38,0.16,1.811,2.560,0.55,344.06420,23.88895,3,19

2023-10-01 10:03:29.20,46.5776751,8.0011269,3715.079,0.06,-0.25,-0.11,1.828,2.571,0.50,344.06420,23.89083,3,19

2023-10-01 10:03:29.40,46.5776751,8.0011271,3715.124,-0.07,0.03,-0.51,1.847,2.584,0.62,344.06420,23.89317,3,19

2023-10-01 10:03:29.60,46.5776751,8.0011275,3715.154,0.08,-0.01,-0.37,1.867,2.601,0.60,344.06420,23.89541,3,18

2023-10-01 10:03:29.80,46.5776756,8.0011280,3715.236,0.41,-0.12,-0.71,1.887,2.620,0.53,344.06420,23.89855,3,18

2023-10-01 10:03:30.00,46.5776756,8.0011281,3715.445,-0.31,-0.11,-1.26,1.908,2.639,0.60,344.06420,23.90345,3,18

2023-10-01 10:03:30.20,46.5776751,8.0011273,3715.768,-0.33,0.15,-1.05,1.916,2.645,0.48,344.06420,23.90761,3,18

2023-10-01 10:03:30.40,46.5776747,8.0011282,3715.858,-0.27,0.05,-0.60,1.912,2.643,0.45,344.06420,23.91011,3,18

2023-10-01 10:03:30.60,46.5776741,8.0011293,3715.948,-0.59,0.21,-0.80,1.905,2.642,0.47,35.85271,37.05695,3,18

2023-10-01 10:03:30.80,46.5776731,8.0011316,3715.792,-0.77,0.27,-0.31,1.890,2.635,0.40,131.01712,20.75865,3,17

2023-10-01 10:03:31.00,46.5776726,8.0011328,3715.767,-0.10,0.25,-0.31,1.886,2.642,0.44,131.01712,20.76057,3,17

2023-10-01 10:03:31.20,46.5776729,8.0011333,3715.731,0.36,-0.32,-0.17,1.870,2.633,0.30,82.39871,33.12112,3,17

2023-10-01 10:03:31.40,46.5776733,8.0011333,3715.730,-0.06,0.22,-0.20,1.862,2.629,0.30,82.39871,33.12193,3,17

2023-10-01 10:03:31.60,46.5776733,8.0011345,3715.660,-0.04,0.23,-0.07,1.843,2.610,0.22,82.39871,33.12260,3,18

2023-10-01 10:03:31.80,46.5776731,8.0011342,3715.736,-0.15,-0.07,-0.18,1.828,2.598,0.33,82.39871,33.12351,3,18

2023-10-01 10:03:32.00,46.5776732,8.0011346,3715.712,-0.14,0.05,0.00,1.807,2.575,0.17,82.39871,33.12397,3,18

2023-10-01 10:03:32.20,46.5776733,8.0011351,3715.709,-0.08,-0.02,-0.04,1.786,2.556,0.23,82.39871,33.12459,3,19

2023-10-01 10:03:32.40,46.5776731,8.0011354,3715.718,-0.20,0.04,0.07,1.766,2.538,0.16,114.36966,42.80869,3,18

2023-10-01 10:03:32.60,46.5776732,8.0011355,3715.811,0.46,0.13,-0.24,1.745,2.519,0.15,31.35385,18.70920,3,19

2023-10-01 10:03:32.80,46.5776731,8.0011361,3715.846,-0.33,0.06,-0.02,1.722,2.497,0.17,72.36989,28.84894,3,19

2023-10-01 10:03:33.00,46.5776728,8.0011364,3715.842,0.11,-0.22,-0.13,1.700,2.476,0.18,15.81276,34.37838,3,19

2023-10-01 10:03:33.20,46.5776732,8.0011364,3715.794,0.19,-0.12,0.04,1.683,2.459,0.17,357.27872,43.90643,3,19

2023-10-01 10:03:33.40,46.5776731,8.0011368,3715.689,-0.30,0.00,0.31,1.661,2.436,0.18,221.11932,24.08293,3,19

2023-10-01 10:03:33.60,46.5776720,8.0011362,3715.637,-0.97,-0.47,0.24,1.654,2.429,0.25,209.71840,14.24346,3,19

2023-10-01 10:03:33.80,46.5776714,8.0011356,3715.547,0.35,-0.22,-0.06,1.648,2.422,0.14,232.55488,29.11086,3,19

2023-10-01 10:03:34.00,46.5776717,8.0011348,3715.529,-0.05,-0.41,0.13,1.640,2.410,0.23,252.61338,21.15645,3,19

2023-10-01 10:03:34.20,46.5776719,8.0011342,3715.466,0.17,-0.24,-0.08,1.635,2.401,0.24,263.14444,41.99860,3,19

2023-10-01 10:03:34.40,46.5776722,8.0011340,3715.491,0.07,-0.06,-0.43,1.630,2.392,0.27,263.14444,41.99956,3,19

2023-10-01 10:03:34.60,46.5776724,8.0011337,3715.565,0.04,-0.15,-0.24,1.625,2.382,0.27,263.14444,42.00017,3,19

2023-10-01 10:03:34.80,46.5776727,8.0011337,3715.595,0.13,-0.04,-0.45,1.621,2.371,0.26,263.14444,42.00118,3,19

2023-10-01 10:03:35.00,46.5776730,8.0011341,3715.690,0.07,0.24,-0.44,1.617,2.364,0.23,348.78436,41.70175,3,20

2023-10-01 10:03:35.20,46.5776733,8.0011351,3715.669,0.02,0.11,0.00,1.610,2.356,0.22,348.78436,41.70223,3,20

2023-10-01 10:03:35.40,46.5776735,8.0011358,3715.605,-0.07,-0.10,-0.11,1.601,2.346,0.28,348.78436,41.70283,3,20

2023-10-01 10:03:35.60,46.5776737,8.0011360,3715.578,0.16,-0.02,-0.18,1.592,2.335,0.22,348.78436,41.70334,3,20

2023-10-01 10:03:35.80,46.5776740,8.0011361,3715.548,0.06,-0.05,-0.09,1.584,2.324,0.25,348.78436,41.70387,3,20

2023-10-01 10:03:36.00,46.5776733,8.0011355,3715.456,-0.95,-0.55,0.53,1.579,2.314,0.21,220.97384,12.21076,3,20

2023-10-01 10:03:36.20,46.5776728,8.0011346,3715.260,0.16,-0.70,0.02,1.577,2.305,0.26,246.86030,14.49468,3,20

2023-10-01 10:03:36.40,46.5776732,8.0011338,3715.158,0.16,-0.27,0.05,1.577,2.299,0.34,253.48750,38.58662,3,20

2023-10-01 10:03:36.60,46.5776738,8.0011334,3715.072,0.33,-0.29,-0.09,1.576,2.288,0.25,293.94992,30.01446,3,20

2023-10-01 10:03:36.80,46.5776746,8.0011324,3715.059,0.43,-0.39,-0.06,1.575,2.277,0.25,308.36654,23.54236,3,20

2023-10-01 10:03:37.00,46.5776754,8.0011318,3714.998,0.31,-0.34,-0.02,1.574,2.266,0.26,310.26730,23.83977,3,20

2023-10-01 10:03:37.20,46.5776757,8.0011316,3714.978,-0.06,0.09,-0.23,1.575,2.256,0.28,310.26730,23.84084,3,20

2023-10-01 10:03:37.40,46.5776756,8.0011318,3714.968,-0.05,-0.01,-0.17,1.577,2.246,0.30,310.26730,23.84197,3,20

2023-10-01 10:03:37.60,46.5776755,8.0011316,3714.978,-0.13,0.00,-0.12,1.580,2.238,0.28,310.26730,23.84304,3,19

2023-10-01 10:03:37.80,46.5776752,8.0011314,3714.975,-0.29,0.06,-0.02,1.585,2.235,0.34,310.26730,23.84432,3,20

2023-10-01 10:03:38.00,46.5776748,8.0011322,3714.952,-0.08,0.10,-0.31,1.588,2.228,0.23,310.26730,23.84560,3,19

2023-10-01 10:03:38.20,46.5776749,8.0011329,3714.957,0.09,0.11,-0.35,1.591,2.221,0.28,310.26730,23.84702,3,19

2023-10-01 10:03:38.40,46.5776750,8.0011335,3714.942,0.00,0.06,-0.04,1.592,2.214,0.24,310.26730,23.84793,3,19

2023-10-01 10:03:38.60,46.5776750,8.0011335,3714.961,-0.01,0.06,-0.13,1.591,2.206,0.22,310.26730,23.84878,3,19

2023-10-01 10:03:38.80,46.5776751,8.0011340,3714.925,0.02,0.00,0.06,1.588,2.197,0.26,310.26730,23.84976,3,19

2023-10-01 10:03:39.00,46.5776751,8.0011341,3714.904,-0.03,0.11,0.00,1.588,2.190,0.26,310.26730,23.85074,3,19

2023-10-01 10:03:39.20,46.5776751,8.0011344,3714.892,-0.09,0.11,0.06,1.589,2.186,0.26,310.26730,23.85172,3,19

2023-10-01 10:03:39.40,46.5776751,8.0011351,3714.822,-0.02,0.03,0.09,1.587,2.178,0.25,310.26730,23.85265,3,19

2023-10-01 10:03:39.60,46.5776751,8.0011350,3714.828,-0.02,0.03,0.08,1.587,2.174,0.28,310.26730,23.85370,3,19

2023-10-01 10:03:39.80,46.5776754,8.0011336,3714.827,0.54,-0.63,0.28,1.581,2.162,0.16,310.58252,12.89264,3,20

2023-10-01 10:03:40.00,46.5776764,8.0011332,3714.774,0.47,-0.06,-0.12,1.578,2.151,0.17,316.87450,30.76310,3,19

