time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
2023-09-18 13:56:00.60,54.7658725,-1.3811545,143.779,7.98,-17.62,0.07,1.509,2.743,0.40,294.37759,0.79946,3,20
2023-09-18 13:56:00.80,54.7658868,-1.3812099,143.808,8.03,-18.07,0.10,1.505,2.730,0.42,293.95672,0.61408,3,20
2023-09-18 13:56:01.00,54.7659009,-1.3812669,143.673,8.08,-18.73,0.35,1.500,2.713,0.41,293.33925,0.53268,3,20
2023-09-18 13:56:01.20,54.7659154,-1.3813258,143.616,8.33,-19.22,0.26,1.495,2.701,0.38,293.43946,0.64230,3,20
2023-09-18 13:56:01.40,54.7659303,-1.3813861,143.623,8.36,-19.65,0.09,1.491,2.690,0.38,293.05157,0.65061,3,20
2023-09-18 13:56:01.60,54.7659457,-1.3814476,143.570,8.73,-20.09,0.20,1.487,2.676,0.41,293.48405,0.52841,3,20
2023-09-18 13:56:01.80,54.7659614,-1.3815104,143.483,8.79,-20.47,0.27,1.481,2.659,0.37,293.24424,0.49070,3,20
2023-09-18 13:56:02.00,54.7659776,-1.3815747,143.466,9.11,-21.00,0.12,1.476,2.646,0.39,293.46349,0.52525,3,19
2023-09-18 13:56:02.20,54.7659942,-1.3816404,143.442,9.31,-21.43,0.29,1.470,2.632,0.40,293.49362,0.44825,3,19
2023-09-18 13:56:02.40,54.7660110,-1.3817080,143.409,9.45,-22.24,0.13,1.468,2.624,0.47,293.01734,0.52848,3,20
2023-09-18 13:56:02.60,54.7660277,-1.3817772,143.277,9.18,-22.59,0.62,1.468,2.618,0.46,292.12820,0.52522,3,20
2023-09-18 13:56:02.80,54.7660448,-1.3818479,143.278,9.70,-22.86,0.25,1.467,2.611,0.44,293.00230,0.48957,3,19
2023-09-18 13:56:03.00,54.7660628,-1.3819196,143.313,10.07,-23.22,0.30,1.463,2.595,0.45,293.45613,0.48754,3,19
2023-09-18 13:56:03.20,54.7660811,-1.3819928,143.268,10.26,-23.75,0.13,1.462,2.586,0.50,293.35212,0.62105,3,20
2023-09-18 13:56:03.40,54.7660992,-1.3820677,143.169,10.13,-24.28,0.30,1.462,2.578,0.47,292.63892,0.54030,3,20
2023-09-18 13:56:03.60,54.7661175,-1.3821440,143.077,10.48,-24.69,0.10,1.462,2.569,0.44,292.99141,0.51988,3,20
2023-09-18 13:56:03.80,54.7661367,-1.3822214,143.077,10.88,-24.94,-0.04,1.460,2.556,0.44,293.57020,0.44175,3,20
2023-09-18 13:56:04.00,54.7661568,-1.3822996,143.128,11.27,-25.38,0.35,1.454,2.535,0.36,293.94106,0.36070,3,20
2023-09-18 13:56:04.20,54.7661766,-1.3823789,143.045,11.20,-25.61,-0.21,1.450,2.525,0.44,293.62426,0.56597,3,19
2023-09-18 13:56:04.40,54.7661968,-1.3824597,143.065,11.52,-26.34,0.03,1.445,2.516,0.37,293.61303,0.57164,3,19
2023-09-18 13:56:04.60,54.7662173,-1.3825419,143.076,11.56,-26.58,0.07,1.440,2.508,0.39,293.49660,0.60132,3,19
2023-09-18 13:56:04.80,54.7662380,-1.3826249,143.075,11.89,-27.09,0.22,1.434,2.501,0.38,293.69338,0.56627,3,19
2023-09-18 13:56:05.00,54.7662591,-1.3827095,143.029,11.99,-27.52,0.15,1.428,2.495,0.37,293.54389,0.50931,3,19
2023-09-18 13:56:05.20,54.7662807,-1.3827955,143.002,12.15,-27.98,0.08,1.424,2.486,0.38,293.47451,0.37816,3,19
2023-09-18 13:56:05.40,54.7663027,-1.3828832,142.929,12.28,-28.42,0.41,1.423,2.484,0.47,293.37051,0.47206,3,19
2023-09-18 13:56:05.60,54.7663247,-1.3829723,142.861,12.26,-28.94,0.24,1.424,2.489,0.47,292.96475,0.68069,3,20
2023-09-18 13:56:05.80,54.7663470,-1.3830627,142.796,12.71,-29.36,0.49,1.426,2.492,0.46,293.40713,0.62497,3,20
2023-09-18 13:56:06.00,54.7663698,-1.3831539,142.740,12.68,-29.58,0.20,1.425,2.492,0.39,293.20004,0.55930,3,20
2023-09-18 13:56:06.20,54.7663926,-1.3832463,142.604,13.06,-30.04,0.44,1.421,2.484,0.36,293.49662,0.42388,3,20
2023-09-18 13:56:06.40,54.7664161,-1.3833395,142.688,13.19,-30.20,0.03,1.413,2.476,0.35,293.59074,0.40181,3,20
2023-09-18 13:56:06.60,54.7664397,-1.3834332,142.739,13.33,-30.31,-0.18,1.404,2.469,0.34,293.74239,0.36297,3,20
2023-09-18 13:56:06.80,54.7664639,-1.3835282,142.739,13.69,-30.95,0.12,1.399,2.462,0.35,293.85590,0.37565,3,20
2023-09-18 13:56:07.00,54.7664887,-1.3836247,142.742,13.87,-31.13,-0.02,1.396,2.455,0.37,294.00589,0.42335,3,20
2023-09-18 13:56:07.20,54.7665140,-1.3837219,142.732,14.26,-31.44,0.10,1.393,2.448,0.38,294.39733,0.43483,3,20
2023-09-18 13:56:07.40,54.7665397,-1.3838201,142.635,14.42,-31.64,0.28,1.393,2.446,0.45,294.50468,0.52184,3,20
2023-09-18 13:56:07.60,54.7665656,-1.3839193,142.589,14.42,-32.15,0.18,1.396,2.448,0.51,294.15597,0.56765,3,20
2023-09-18 13:56:07.80,54.7665918,-1.3840196,142.583,14.88,-32.38,0.21,1.401,2.451,0.50,294.68082,0.62860,3,20
2023-09-18 13:56:08.00,54.7666187,-1.3841211,142.504,15.19,-32.77,0.18,1.405,2.454,0.50,294.86199,0.55262,3,20
2023-09-18 13:56:08.20,54.7666461,-1.3842229,142.558,15.35,-32.84,-0.15,1.409,2.458,0.50,295.04712,0.62608,3,19
2023-09-18 13:56:08.40,54.7666740,-1.3843258,142.666,15.70,-33.22,-0.21,1.414,2.464,0.51,295.29943,0.65921,3,20
2023-09-18 13:56:08.60,54.7667018,-1.3844296,142.861,15.40,-33.43,-0.45,1.420,2.471,0.51,294.72807,0.67398,3,20
2023-09-18 13:56:08.80,54.7667299,-1.3845349,143.018,15.82,-34.22,-0.58,1.424,2.474,0.47,294.81331,0.46409,3,20
2023-09-18 13:56:09.00,54.7667583,-1.3846410,143.160,15.68,-34.15,-0.67,1.427,2.481,0.51,294.65606,0.61197,3,19
2023-09-18 13:56:09.20,54.7667861,-1.3847479,143.137,15.35,-34.67,-0.08,1.432,2.486,0.51,293.87206,0.46341,3,20
2023-09-18 13:56:09.40,54.7668138,-1.3848558,143.007,15.46,-34.87,0.42,1.436,2.490,0.52,293.91132,0.41620,3,20
2023-09-18 13:56:09.60,54.7668422,-1.3849648,143.031,16.01,-35.34,-0.06,1.439,2.491,0.48,294.36776,0.40874,3,20
2023-09-18 13:56:09.80,54.7668715,-1.3850740,142.858,16.46,-35.11,0.79,1.442,2.498,0.53,295.11464,0.62623,3,19
2023-09-18 13:56:10.00,54.7669010,-1.3851830,142.495,16.49,-35.19,1.40,1.445,2.500,0.49,295.10990,0.53938,3,20
2023-09-18 13:56:10.20,54.7669313,-1.3852935,142.057,17.03,-36.08,1.17,1.448,2.502,0.48,295.26347,0.49053,3,20
2023-09-18 13:56:10.40,54.7669618,-1.3854051,141.738,17.06,-35.98,1.48,1.451,2.507,0.48,295.36745,0.54728,3,20
2023-09-18 13:56:10.60,54.7669920,-1.3855168,141.326,16.67,-36.10,1.47,1.455,2.516,0.53,294.79324,0.58829,3,20
2023-09-18 13:56:10.80,54.7670215,-1.3856298,141.044,16.31,-36.74,0.97,1.461,2.526,0.51,293.93560,0.58371,3,20
2023-09-18 13:56:11.00,54.7670506,-1.3857438,140.917,16.20,-36.60,1.00,1.465,2.536,0.51,293.87805,0.55640,3,20
2023-09-18 13:56:11.20,54.7670798,-1.3858580,141.025,16.13,-36.86,0.32,1.468,2.545,0.47,293.63178,0.54095,3,20
2023-09-18 13:56:11.40,54.7671089,-1.3859729,141.054,16.31,-37.04,0.26,1.472,2.558,0.49,293.76364,0.69044,3,20
2023-09-18 13:56:11.60,54.7671379,-1.3860883,141.130,16.11,-37.22,0.31,1.477,2.571,0.51,293.40608,0.67786,3,20
2023-09-18 13:56:11.80,54.7671666,-1.3862040,141.058,16.24,-37.30,0.42,1.481,2.579,0.49,293.52125,0.61004,3,20
2023-09-18 13:56:12.00,54.7671957,-1.3863199,140.758,16.34,-37.44,1.22,1.485,2.585,0.55,293.57429,0.65131,3,20
2023-09-18 13:56:12.20,54.7672248,-1.3864367,140.376,16.24,-37.76,1.44,1.491,2.597,0.54,293.27392,0.72084,3,20
2023-09-18 13:56:12.40,54.7672549,-1.3865531,140.572,16.94,-37.27,0.17,1.497,2.605,0.52,294.43800,0.60836,3,20
2023-09-18 13:56:12.60,54.7672857,-1.3866693,140.917,17.24,-37.61,-0.69,1.501,2.611,0.51,294.63211,0.59807,3,20
2023-09-18 13:56:12.80,54.7673171,-1.3867867,141.235,17.43,-37.96,-1.08,1.503,2.611,0.48,294.65620,0.46057,3,20
2023-09-18 13:56:13.00,54.7673489,-1.3869046,141.740,17.55,-37.96,-1.62,1.504,2.610,0.53,294.81218,0.49565,3,20
2023-09-18 13:56:13.20,54.7673804,-1.3870240,141.422,17.68,-38.99,0.29,1.507,2.616,0.64,294.39121,0.55555,3,20
2023-09-18 13:56:13.40,54.7674131,-1.3871454,141.190,18.63,-39.21,1.08,1.512,2.624,0.57,295.41602,0.58282,3,20
2023-09-18 13:56:13.60,54.7674460,-1.3872673,141.269,17.96,-39.18,-0.65,1.521,2.639,0.63,294.62161,0.72033,3,20
2023-09-18 13:56:13.80,54.7674785,-1.3873890,141.465,18.07,-39.19,-0.86,1.531,2.655,0.62,294.75381,0.75001,3,20
2023-09-18 13:56:14.00,54.7675119,-1.3875119,141.493,18.82,-39.74,0.01,1.541,2.672,0.60,295.34573,0.73025,3,20
2023-09-18 13:56:14.20,54.7675455,-1.3876351,141.735,18.66,-39.63,-0.91,1.551,2.691,0.57,295.21745,0.72207,3,20
2023-09-18 13:56:14.40,54.7675790,-1.3877589,141.959,18.65,-40.00,-1.07,1.563,2.714,0.65,294.99293,0.71767,3,20
2023-09-18 13:56:14.60,54.7676120,-1.3878845,142.078,18.46,-40.61,-1.00,1.574,2.735,0.61,294.44306,0.67758,3,20
2023-09-18 13:56:14.80,54.7676444,-1.3880111,141.824,18.07,-40.65,0.52,1.584,2.754,0.60,293.96242,0.63759,3,20
2023-09-18 13:56:15.00,54.7676766,-1.3881375,141.374,18.40,-40.64,1.09,1.593,2.775,0.59,294.36226,0.67510,3,20
2023-09-18 13:56:15.20,54.7677090,-1.3882644,140.762,18.42,-40.97,1.80,1.602,2.791,0.56,294.20692,0.67027,3,20
2023-09-18 13:56:15.40,54.7677414,-1.3883905,139.674,18.47,-40.33,3.35,1.610,2.804,0.53,294.60079,0.68320,3,19
2023-09-18 13:56:15.60,54.7677753,-1.3885156,139.393,18.60,-40.14,2.36,1.616,2.815,0.52,294.86297,0.65583,3,19
2023-09-18 13:56:15.80,54.7678099,-1.3886391,138.764,19.48,-39.44,2.60,1.622,2.829,0.58,296.28500,0.74375,3,19
2023-09-18 13:56:16.00,54.7678461,-1.3887624,138.018,20.08,-39.74,2.99,1.627,2.835,0.64,296.80472,0.75340,3,19
2023-09-18 13:56:16.20,54.7678817,-1.3888863,136.902,19.98,-39.86,3.41,1.633,2.844,0.72,296.61588,0.72053,3,19
2023-09-18 13:56:16.40,54.7679174,-1.3890117,135.925,19.67,-40.61,3.95,1.637,2.848,0.71,295.84187,0.79621,3,19
2023-09-18 13:56:16.60,54.7679527,-1.3891350,135.386,19.83,-38.97,2.51,1.642,2.857,0.85,296.96435,0.78560,3,19
2023-09-18 13:56:16.80,54.7679895,-1.3892551,135.318,20.18,-38.62,1.42,1.648,2.867,0.86,297.59176,0.77301,3,18
2023-09-18 13:56:17.00,54.7680259,-1.3893756,134.594,20.55,-39.03,1.86,1.655,2.880,0.88,297.76507,0.74718,3,19
2023-09-18 13:56:17.20,54.7680636,-1.3894982,134.158,21.23,-39.70,2.30,1.665,2.899,0.91,298.13259,0.73722,3,19
2023-09-18 13:56:17.40,54.7681009,-1.3896232,133.459,20.50,-40.70,2.43,1.677,2.919,0.99,296.73828,0.83694,3,19
2023-09-18 13:56:17.60,54.7681384,-1.3897518,132.513,21.85,-42.14,3.10,1.691,2.941,1.21,297.40006,1.07798,3,19
2023-09-18 13:56:17.80,54.7681798,-1.3898817,132.263,23.45,-41.24,2.03,1.707,2.971,1.19,299.62680,1.29200,3,19
2023-09-18 13:56:18.00,54.7682224,-1.3900092,132.168,23.40,-40.72,1.37,1.724,2.999,1.09,299.87912,1.00174,3,19
2023-09-18 13:56:18.20,54.7682655,-1.3901367,132.050,23.88,-40.90,1.29,1.736,3.024,1.02,300.27679,0.94933,3,19
2023-09-18 13:56:18.40,54.7683088,-1.3902643,132.215,23.94,-40.95,0.24,1.747,3.055,1.03,300.31843,1.01099,3,17
2023-09-18 13:56:18.60,54.7683517,-1.3903909,131.837,24.29,-40.62,0.88,1.758,3.091,0.97,300.88040,0.80434,3,17
2023-09-18 13:56:18.80,54.7683972,-1.3905186,132.877,25.20,-40.89,-1.81,1.766,3.107,0.94,301.63877,0.78324,3,19
2023-09-18 13:56:19.00,54.7684429,-1.3906459,133.848,25.16,-40.61,-2.89,1.774,3.126,1.06,301.78417,0.91342,3,19
2023-09-18 13:56:19.20,54.7684875,-1.3907690,134.738,24.71,-38.80,-3.84,1.784,3.149,1.21,302.49471,1.00628,3,18
2023-09-18 13:56:19.40,54.7685319,-1.3908882,135.789,24.55,-37.85,-3.77,1.797,3.176,1.21,302.97311,1.04206,3,17
2023-09-18 13:56:19.60,54.7685769,-1.3910058,137.133,25.41,-37.98,-4.93,1.812,3.205,1.20,303.78701,1.21310,3,18
2023-09-18 13:56:19.80,54.7686238,-1.3911239,139.089,26.31,-37.87,-6.52,1.828,3.230,1.12,304.78836,1.13705,3,16
2023-09-18 13:56:20.00,54.7686727,-1.3912393,141.552,27.28,-37.35,-7.89,1.839,3.245,0.97,306.14146,0.86647,3,17
2023-09-18 13:56:20.20,54.7687207,-1.3913563,143.462,26.93,-38.33,-7.88,1.849,3.259,0.96,305.09046,0.93269,3,17
2023-09-18 13:56:20.40,54.7687690,-1.3914721,145.392,27.87,-37.35,-7.85,1.859,3.266,0.81,306.73212,0.76774,3,18
2023-09-18 13:56:20.60,54.7688169,-1.3915875,147.064,27.17,-37.49,-7.08,1.870,3.281,0.83,305.92782,0.78742,3,15
2023-09-18 13:56:20.80,54.7688657,-1.3917018,148.710,27.73,-36.58,-7.24,1.885,3.314,0.89,307.16603,0.76968,3,14
2023-09-18 13:56:21.00,54.7689149,-1.3918184,149.959,27.72,-38.21,-6.41,1.902,3.356,0.94,305.95623,0.78735,3,15
2023-09-18 13:56:21.20,54.7689649,-1.3919397,151.084,28.40,-39.33,-5.79,1.920,3.405,0.93,305.82993,0.81471,3,14
2023-09-18 13:56:21.40,54.7690163,-1.3920627,151.673,29.29,-39.57,-4.35,1.936,3.449,0.86,306.51221,0.79325,3,16
2023-09-18 13:56:21.60,54.7690702,-1.3921843,152.262,30.73,-38.71,-3.62,1.952,3.486,1.01,308.44065,1.10491,3,16
2023-09-18 13:56:21.80,54.7691262,-1.3923030,153.526,31.02,-37.76,-4.58,1.969,3.517,1.09,309.40352,1.25374,3,16
2023-09-18 13:56:22.00,54.7691846,-1.3924206,155.409,32.20,-37.71,-5.93,1.982,3.530,1.20,310.49382,1.12667,3,17
2023-09-18 13:56:22.20,54.7692429,-1.3925385,156.315,32.02,-37.48,-5.47,1.992,3.548,1.32,310.51267,1.19658,3,17
2023-09-18 13:56:22.40,54.7692980,-1.3926516,158.361,29.32,-35.77,-7.81,2.002,3.570,1.45,309.34513,1.30885,3,17
2023-09-18 13:56:22.60,54.7693502,-1.3927614,160.454,29.24,-35.06,-8.89,2.013,3.589,1.49,309.82848,1.30958,3,18
2023-09-18 13:56:22.80,54.7694017,-1.3928702,162.622,29.21,-35.05,-9.22,2.022,3.606,1.42,309.79867,1.21928,3,18
2023-09-18 13:56:23.00,54.7694545,-1.3929798,165.374,29.18,-35.07,-10.47,2.031,3.620,1.56,309.76001,1.07896,3,18
2023-09-18 13:56:23.20,54.7695101,-1.3930900,167.938,31.90,-35.61,-10.94,2.040,3.630,1.60,311.84879,0.97797,3,16
2023-09-18 13:56:23.40,54.7695674,-1.3932015,170.389,32.19,-36.16,-11.09,2.051,3.648,1.57,311.66959,0.96951,3,16
2023-09-18 13:56:23.60,54.7696223,-1.3933113,172.644,30.97,-35.01,-10.61,2.065,3.675,1.61,311.49503,1.37929,3,15
2023-09-18 13:56:23.80,54.7696766,-1.3934203,175.392,30.69,-35.20,-11.07,2.081,3.703,1.57,311.08530,1.36530,3,16
2023-09-18 13:56:24.00,54.7697294,-1.3935242,177.994,30.36,-33.36,-11.44,2.096,3.721,1.50,312.30295,1.22018,3,16
2023-09-18 13:56:24.20,54.7697815,-1.3936271,180.245,30.15,-33.53,-10.72,2.109,3.735,1.28,311.96229,1.16678,3,15
2023-09-18 13:56:24.40,54.7698329,-1.3937322,182.494,30.13,-34.64,-9.81,2.115,3.739,1.17,311.01553,1.09512,3,16
2023-09-18 13:56:24.60,54.7698866,-1.3938410,184.971,31.34,-35.93,-9.66,2.120,3.749,1.25,311.09924,1.15370,3,16
2023-09-18 13:56:24.80,54.7699428,-1.3939495,187.567,32.03,-35.43,-10.12,2.127,3.758,1.30,312.11924,1.22456,3,15
2023-09-18 13:56:25.00,54.7699993,-1.3940560,189.839,32.04,-34.69,-9.75,2.131,3.764,1.39,312.73102,1.19373,3,16
2023-09-18 13:56:25.20,54.7700573,-1.3941619,192.361,32.74,-34.39,-9.88,2.136,3.770,1.64,313.58755,1.29729,3,14
2023-09-18 13:56:25.40,54.7701164,-1.3942703,195.203,32.81,-35.70,-10.54,2.141,3.774,1.74,312.58811,1.33262,3,13
2023-09-18 13:56:25.60,54.7701752,-1.3943804,197.950,33.02,-35.73,-10.77,2.144,3.776,1.71,312.73827,1.38890,3,15
2023-09-18 13:56:25.80,54.7702327,-1.3944846,200.448,32.39,-33.12,-10.66,2.150,3.782,1.64,314.36049,1.61980,3,12
2023-09-18 13:56:26.00,54.7702905,-1.3945890,203.083,32.58,-34.13,-10.43,2.160,3.793,1.69,313.67330,1.54742,3,12
2023-09-18 13:56:26.20,54.7703487,-1.3946941,205.636,32.74,-33.86,-9.93,2.228,3.906,1.56,314.03396,1.40479,3,13
2023-09-18 13:56:26.40,54.7704074,-1.3948004,208.550,32.68,-33.69,-10.14,2.330,4.083,1.32,314.12831,1.30055,3,12
2023-09-18 13:56:26.60,54.7704647,-1.3949068,211.150,32.01,-33.99,-9.98,2.395,4.197,1.20,313.28151,1.37504,3,11
2023-09-18 13:56:26.80,54.7705205,-1.3950138,214.213,32.20,-34.03,-10.06,2.669,4.669,1.09,313.42419,1.17433,3,12
2023-09-18 13:56:27.00,54.7705772,-1.3951146,216.961,33.14,-32.44,-10.21,2.802,4.895,0.98,315.61022,1.19927,3,11
2023-09-18 13:56:27.20,54.7706357,-1.3952166,219.926,33.65,-32.42,-9.92,2.937,5.126,0.93,316.06534,1.09180,3,14
2023-09-18 13:56:27.40,54.7706943,-1.3953184,222.713,33.38,-32.92,-9.62,3.000,5.228,0.98,315.40030,1.03644,3,13
2023-09-18 13:56:27.60,54.7707527,-1.3954221,225.469,33.60,-32.68,-9.65,3.046,5.297,1.00,315.79331,1.04814,3,15
2023-09-18 13:56:27.80,54.7708107,-1.3955264,228.535,32.94,-33.39,-9.96,3.028,5.253,0.98,314.60804,1.11785,3,14
2023-09-18 13:56:28.00,54.7708687,-1.3956261,231.382,33.38,-32.00,-10.53,2.988,5.163,0.92,316.20169,1.21243,3,12
2023-09-18 13:56:28.20,54.7709263,-1.3957325,234.390,33.17,-33.63,-10.67,3.115,5.365,0.95,314.60159,1.04679,3,14
2023-09-18 13:56:28.40,54.7709836,-1.3958398,237.257,33.03,-33.81,-10.83,3.207,5.507,1.10,314.33015,1.08378,3,13
2023-09-18 13:56:28.60,54.7710414,-1.3959431,240.103,33.54,-32.92,-11.22,3.188,5.455,1.22,315.53279,1.23047,3,14
2023-09-18 13:56:28.80,54.7711001,-1.3960402,242.622,34.12,-30.80,-11.02,3.163,5.384,1.37,317.92287,1.50862,3,15
2023-09-18 13:56:29.00,54.7711591,-1.3961342,245.160,34.19,-30.49,-10.93,3.179,5.384,1.56,318.27554,1.70691,3,14
2023-09-18 13:56:29.20,54.7712202,-1.3962275,247.264,35.19,-29.82,-11.18,3.081,5.191,1.41,319.72687,1.73204,3,14
2023-09-18 13:56:29.40,54.7712827,-1.3963205,249.561,35.86,-29.68,-11.28,3.021,5.064,1.27,320.38867,1.52443,3,13
2023-09-18 13:56:29.60,54.7713461,-1.3964103,251.815,36.17,-27.90,-10.66,2.926,4.883,1.27,322.35855,1.48802,3,18
2023-09-18 13:56:29.80,54.7714100,-1.3964930,253.835,36.23,-26.57,-10.11,2.879,4.779,1.36,323.74565,1.56242,3,14
2023-09-18 13:56:30.00,54.7714746,-1.3965719,255.662,36.66,-25.65,-9.11,2.857,4.717,1.35,325.02253,1.51263,3,14
2023-09-18 13:56:30.20,54.7715395,-1.3966527,257.857,36.76,-26.63,-9.58,2.741,4.498,1.22,324.07977,1.59888,3,12
2023-09-18 13:56:30.40,54.7716043,-1.3967364,260.140,36.79,-26.84,-9.94,2.652,4.323,1.13,323.89473,1.31731,3,13
2023-09-18 13:56:30.60,54.7716682,-1.3968188,262.466,36.19,-25.93,-10.04,2.650,4.297,1.03,324.38098,1.20970,3,17
2023-09-18 13:56:30.80,54.7717318,-1.3968982,264.647,36.32,-25.20,-10.02,2.612,4.212,0.93,325.24098,1.09188,3,18
2023-09-18 13:56:31.00,54.7717957,-1.3969784,266.959,36.52,-26.06,-10.39,2.554,4.095,0.93,324.49407,1.05514,3,12
2023-09-18 13:56:31.20,54.7718615,-1.3970621,269.134,37.40,-26.63,-10.21,2.537,4.048,0.83,324.54297,0.86124,3,14
2023-09-18 13:56:31.40,54.7719285,-1.3971450,271.334,37.83,-26.40,-10.08,2.481,3.944,0.82,325.08667,0.78913,3,14
2023-09-18 13:56:31.60,54.7719970,-1.3972244,273.251,38.66,-25.94,-9.78,2.381,3.770,0.85,326.13785,0.84318,3,12
2023-09-18 13:56:31.80,54.7720666,-1.3973079,275.048,39.20,-27.06,-9.54,2.342,3.703,0.96,325.38684,0.77834,3,12
2023-09-18 13:56:32.00,54.7721370,-1.3973909,276.833,39.41,-26.58,-9.11,2.346,3.713,1.28,325.99463,0.95965,3,12
2023-09-18 13:56:32.20,54.7722077,-1.3974710,278.404,39.36,-25.87,-8.50,2.354,3.731,1.35,326.68643,1.00046,3,13
2023-09-18 13:56:32.40,54.7722777,-1.3975448,279.957,38.83,-24.02,-8.59,2.363,3.748,1.28,328.26267,1.01458,3,12
2023-09-18 13:56:32.60,54.7723472,-1.3976152,281.478,38.81,-23.33,-8.31,2.374,3.767,1.34,328.98938,1.12150,3,10
2023-09-18 13:56:32.80,54.7724177,-1.3976880,283.572,39.28,-24.04,-8.99,2.383,3.780,1.04,328.53247,0.91798,3,10
2023-09-18 13:56:33.00,54.7724888,-1.3977622,285.445,39.73,-23.97,-9.02,2.383,3.776,0.76,328.89244,0.67737,3,12
2023-09-18 13:56:33.20,54.7725608,-1.3978347,287.403,40.00,-23.81,-8.94,2.380,3.773,0.65,329.23981,0.55301,3,13
2023-09-18 13:56:33.40,54.7726326,-1.3979060,289.470,39.87,-23.49,-8.85,2.376,3.769,0.65,329.49394,0.55894,3,13
2023-09-18 13:56:33.60,54.7727044,-1.3979763,291.440,40.03,-23.32,-8.95,2.369,3.764,0.61,329.78000,0.51927,3,13
2023-09-18 13:56:33.80,54.7727764,-1.3980459,293.459,40.16,-23.01,-8.86,2.362,3.758,0.60,330.19533,0.51115,3,13
2023-09-18 13:56:34.00,54.7728485,-1.3981153,295.499,40.37,-22.83,-9.07,2.355,3.752,0.57,330.51169,0.52970,3,13
2023-09-18 13:56:34.20,54.7729214,-1.3981835,297.274,40.83,-22.56,-8.69,2.349,3.750,0.57,331.08195,0.53930,3,12
2023-09-18 13:56:34.40,54.7729948,-1.3982519,298.991,40.90,-22.46,-8.65,2.343,3.751,0.59,331.22601,0.55406,3,11
2023-09-18 13:56:34.60,54.7730686,-1.3983201,300.782,41.09,-22.33,-8.60,2.336,3.752,0.57,331.47647,0.55612,3,11
2023-09-18 13:56:34.80,54.7731423,-1.3983876,302.639,41.07,-22.11,-8.68,2.330,3.753,0.57,331.70010,0.56713,3,11
2023-09-18 13:56:35.00,54.7732162,-1.3984540,304.513,41.27,-21.92,-8.70,2.325,3.760,0.64,332.03250,0.59360,3,11
2023-09-18 13:56:35.20,54.7732905,-1.3985205,306.411,41.24,-21.95,-8.72,2.324,3.770,0.70,331.96804,0.67376,3,10
2023-09-18 13:56:35.40,54.7733648,-1.3985877,308.349,41.24,-21.94,-8.58,2.326,3.778,0.77,331.98198,0.73882,3,10
2023-09-18 13:56:35.60,54.7734390,-1.3986527,310.223,41.19,-21.86,-8.52,2.329,3.782,0.75,332.04410,0.66578,3,15
2023-09-18 13:56:35.80,54.7735135,-1.3987177,311.785,41.31,-21.83,-8.41,2.334,3.795,0.84,332.14479,0.68742,3,10
2023-09-18 13:56:36.00,54.7735882,-1.3987820,313.424,41.48,-22.04,-8.51,2.337,3.804,0.78,332.01707,0.60296,3,12
2023-09-18 13:56:36.20,54.7736631,-1.3988482,315.406,41.76,-21.96,-8.16,2.343,3.815,0.89,332.26563,0.69456,3,11
2023-09-18 13:56:36.40,54.7737384,-1.3989136,317.318,41.94,-21.89,-7.89,2.349,3.825,0.86,332.44222,0.66132,3,11
2023-09-18 13:56:36.60,54.7738140,-1.3989798,319.200,42.02,-21.72,-7.82,2.357,3.838,0.85,332.66745,0.72015,3,10
2023-09-18 13:56:36.80,54.7738895,-1.3990465,321.046,41.91,-21.84,-7.70,2.367,3.854,0.86,332.47957,0.78123,3,9
2023-09-18 13:56:37.00,54.7739651,-1.3991124,322.880,42.05,-21.76,-7.41,2.376,3.869,0.85,332.64503,0.70026,3,11
2023-09-18 13:56:37.20,54.7740410,-1.3991788,324.729,42.21,-21.78,-7.00,2.385,3.882,0.84,332.70414,0.71689,3,11
2023-09-18 13:56:37.40,54.7741176,-1.3992444,326.293,42.64,-21.59,-6.69,2.393,3.895,0.85,333.14290,0.70392,3,12
2023-09-18 13:56:37.60,54.7741939,-1.3993098,328.088,42.49,-21.62,-6.53,2.399,3.903,0.78,333.03711,0.68574,3,13
2023-09-18 13:56:37.80,54.7742706,-1.3993746,329.588,42.70,-21.50,-6.32,2.403,3.910,0.75,333.27796,0.66392,3,13
2023-09-18 13:56:38.00,54.7743474,-1.3994397,331.174,42.86,-21.35,-6.06,2.406,3.918,0.76,333.51913,0.67598,3,12
2023-09-18 13:56:38.20,54.7744248,-1.3995042,332.613,43.26,-21.25,-5.92,2.409,3.926,0.75,333.83521,0.66945,3,12
2023-09-18 13:56:38.40,54.7745026,-1.3995687,334.087,43.36,-21.09,-5.82,2.412,3.933,0.75,334.06459,0.66421,3,12
2023-09-18 13:56:38.60,54.7745807,-1.3996327,335.500,43.69,-20.96,-5.69,2.415,3.940,0.73,334.37107,0.65994,3,12
2023-09-18 13:56:38.80,54.7746595,-1.3996962,336.743,44.06,-20.93,-5.38,2.416,3.945,0.73,334.59470,0.63019,3,13
2023-09-18 13:56:39.00,54.7747392,-1.3997601,338.282,44.78,-20.80,-5.18,2.417,3.950,0.73,335.08411,0.61903,3,13
2023-09-18 13:56:39.20,54.7748190,-1.3998242,339.569,44.39,-20.76,-4.95,2.419,3.958,0.73,334.93954,0.63077,3,12
